Recommended,Suggestion_Id,Responses,Views,Votes_Up,Votes_Down,Author_Id,Author_Join (in terms of how many days since they joined),Author_TotalPosts,Author_PostsPerDay
0,149770,1,54,0,0,466415,1172,1676,1.4
0,149772,3,68,0,1,767696,923,69,0.1
0,149776,31,325,38,1,466415,1172,1676,1.4
0,149794,9,182,1,5,282947,1298,520,0.4
0,149809,0,47,0,0,793859,903,3,0
0,149811,1,66,0,0,793859,903,3,0
0,149888,4,74,2,0,1935,1619,1354,0.8
0,149902,0,56,1,0,243424,1322,318,0.2
0,149903,6,48,3,0,243424,1322,318,0.2
0,149919,8,150,0,10,343987,1254,1168,0.9
0,149927,1,51,1,0,16511,1588,156,0.1
0,149946,1,46,0,0,330428,1263,1,0
0,149955,203,10051,244,42,131557,1378,1873,1.4
0,149967,13,189,15,1,543987,1078,660,0.6
0,149983,13,769,4,2,635050,1022,772,0.8
0,149986,47,945,28,3,761365,930,213,0.2
0,150017,4,77,1,1,192565,1348,1889,1.4
0,150021,4,72,0,0,549816,1070,5,0
1,150022,115,3320,256,12,730543,964,484,0.5
0,150034,41,561,41,7,710340,976,52,0.1
0,150044,1,45,0,0,437142,1192,71,0.1
0,150045,12,223,16,3,437142,1192,71,0.1
0,150074,34,461,22,6,723645,969,3073,3.2
0,150135,7,147,6,0,287290,1295,294,0.2
0,150141,16,310,30,1,201781,1343,3086,2.3
0,150163,12,135,2,2,435102,1193,177,0.1
0,150178,0,96,3,0,287290,1295,294,0.2
1,150193,68,3805,129,12,410604,1206,1757,1.5
0,150236,4,37,3,0,131778,1378,2248,1.6
0,150259,1,121,0,0,56459,1552,201,0.1
0,150288,7,82,3,5,781760,912,1052,1.2
0,150335,2,50,1,0,762213,929,23,0
0,150363,14,694,12,5,566387,1061,40,0
0,150394,20,312,3,22,796312,901,1,0
0,150460,34,1803,29,5,414182,1204,282,0.2
0,150468,2,82,0,1,692400,987,18,0
0,150505,16,203,9,3,29049,1567,67,0
0,150509,16,190,3,4,10769,1597,1721,1.1
0,150511,5,71,0,1,762213,929,23,0
0,150532,10,108,2,3,208196,1340,280,0.2
0,150536,3,26,0,0,599037,1045,145,0.1
0,150542,6,70,3,0,599037,1045,145,0.1
0,150544,6,109,0,7,10769,1597,1721,1.1
0,150571,2,58,1,1,185450,1352,1490,1.1
0,150580,15,274,13,2,796896,900,29,0
1,150581,44,980,76,1,599037,1045,145,0.1
0,150595,24,1865,12,5,377994,1225,241,0.2
0,150601,32,995,55,11,221915,1332,2080,1.6
0,150633,60,972,93,1,543174,1079,6920,6.4
0,150651,15,521,16,2,577110,1056,1881,1.8
0,150665,84,2167,122,6,335804,1259,1866,1.5
0,150680,5,64,5,1,111791,1386,58,0
0,150690,16,211,14,1,428618,1196,59,0
0,150722,16,512,13,1,455142,1180,485,0.4
0,150735,16,137,1,8,432505,1194,687,0.6
0,150748,3,67,0,0,29211,1567,47,0
0,150785,112,3013,333,21,647199,1014,517,0.5
0,150787,16,157,3,10,599037,1045,145,0.1
0,150803,16,142,2,8,677465,995,44,0
0,150805,5,49,0,3,377994,1225,241,0.2
0,150849,8,117,5,0,763600,928,109,0.1
0,150854,4,449,2,3,633874,1023,29,0
0,150868,7,62,0,4,1069,1620,211,0.1
0,150877,6,103,1,9,763600,928,109,0.1
0,150891,7,124,6,0,543174,1079,6920,6.4
0,150914,1,73,0,0,668629,1001,204,0.2
0,150921,2,87,0,0,341977,1255,2,0
0,150959,8,112,0,8,795675,901,1,0
0,150960,4,55,0,1,781760,912,1052,1.2
0,150966,8,189,5,1,1784,1619,2211,1.4
0,150975,1,167,0,0,304979,1281,311,0.2
0,150992,25,1522,12,4,708919,977,214,0.2
0,151019,3,215,1,3,11263,1597,156,0.1
0,151020,37,870,19,10,766606,924,80,0.1
0,151021,45,1421,25,12,309363,1277,392,0.3
0,151037,12,172,11,0,478933,1159,580,0.5
0,151059,3,215,0,0,538096,1082,4,0
0,151070,15,204,2,8,668629,1001,204,0.2
0,151073,10,366,14,2,614435,1035,46,0
0,151077,3,91,1,2,719900,971,64,0.1
0,151097,38,1129,13,2,769996,919,39,0
0,151100,4,99,0,0,110204,1386,77,0.1
0,151110,36,908,44,17,459651,1177,402,0.3
0,151132,9,427,9,0,751548,941,27,0
0,151160,16,222,11,4,65600,1546,87,0.1
0,151171,13,500,7,0,751778,941,46,0
0,151180,10,190,13,1,521575,1090,3,0
0,151208,18,183,2,24,795238,902,34,0
0,151210,13,118,3,7,795238,902,34,0
0,151223,19,248,10,5,796896,900,29,0
1,151247,72,1721,140,3,478933,1159,580,0.5
0,151256,31,370,10,17,744931,949,193,0.2
0,151264,46,844,37,7,543174,1079,6920,6.4
0,151265,12,150,0,0,401313,1211,24,0
0,151268,2,51,2,0,543174,1079,6920,6.4
0,151285,13,120,1,14,795238,902,34,0
0,151288,1,71,0,0,190788,1349,36,0
0,151289,76,2914,74,23,543987,1078,660,0.6
0,151295,1,66,0,0,416265,1203,1940,1.6
0,151306,12,246,3,2,416265,1203,1940,1.6
0,151317,11,234,5,5,305779,1280,101,0.1
0,151323,48,1052,42,9,34630,1564,101,0.1
0,151375,25,260,14,2,515279,1093,1004,0.9
0,151393,5,88,4,1,81678,1534,26,0
0,151418,8,104,2,2,587268,1052,41,0
0,151442,6,127,5,2,756494,936,799,0.9
0,151443,2,561,0,1,776135,915,13,0
0,151465,1,22,0,0,677465,995,44,0
0,151487,4,69,0,7,799547,898,11,0
0,151488,50,1048,89,8,577110,1056,1881,1.8
0,151499,5,44,0,0,126247,1380,336,0.2
0,151514,25,251,13,11,208196,1340,280,0.2
0,151515,114,3031,137,57,166545,1362,779,0.6
0,151516,1,88,0,0,264181,1311,96,0.1
0,151526,1,111,0,1,96530,1503,1140,0.8
0,151548,2,34,0,1,599037,1045,145,0.1
0,151572,22,246,0,11,727151,967,94,0.1
0,151578,26,295,3,10,727151,967,94,0.1
1,151606,78,1564,105,15,122830,1381,3681,2.7
0,151656,57,1294,35,3,776129,915,49,0.1
0,151666,67,1764,85,7,380559,1224,28,0
0,151678,2,116,0,0,763644,928,5,0
0,151689,19,214,4,8,10769,1597,1721,1.1
0,151699,4,103,2,0,549463,1070,759,0.7
0,151705,0,17,0,0,29211,1567,47,0
0,151709,63,1986,125,28,801072,897,154,0.2
0,151713,11,120,2,4,13626,1593,123,0.1
0,151722,13,434,4,11,348741,1250,1240,1
0,151736,10,86,3,0,781760,912,1052,1.2
0,151753,15,176,3,8,227735,1329,465,0.4
0,151785,4,80,0,0,502578,1108,2295,2.1
0,151814,1,127,0,0,798392,899,2,0
0,151824,13,230,12,4,218897,1334,527,0.4
0,151860,1,41,0,0,73354,1541,21,0
0,151861,11,103,10,0,81319,1534,1021,0.7
0,151881,8,417,4,1,314463,1274,371,0.3
0,151972,27,270,17,2,730098,964,1382,1.4
0,151984,1,17,0,0,108496,1387,4,0
0,151995,20,156,0,7,10769,1597,1721,1.1
0,152006,8,346,3,8,799547,898,11,0
0,152010,43,1784,65,3,389035,1217,183,0.2
0,152014,17,207,1,5,727151,967,94,0.1
0,152024,4,66,0,0,684128,991,181,0.2
0,152027,2,334,2,1,800564,897,14,0
0,152045,8,93,0,7,768911,921,91,0.1
0,152055,3,51,2,0,27048,1568,9,0
0,152085,0,26,0,0,703479,980,148,0.2
0,152088,27,267,3,6,703479,980,148,0.2
1,152093,46,3101,103,9,410604,1206,1757,1.5
0,152152,0,66,0,1,154770,1368,2,0
0,152154,7,122,1,7,549463,1070,759,0.7
0,152156,57,1745,109,6,78505,1536,35,0
0,152160,33,853,53,6,78505,1536,35,0
0,152177,46,894,29,4,798833,899,82,0.1
0,152201,1,38,0,0,308987,1278,1,0
0,152214,25,255,15,0,730098,964,1382,1.4
0,152230,8,93,1,0,590495,1050,122,0.1
0,152259,7,111,0,7,538889,1081,78,0.1
0,152268,5,99,0,0,774218,917,27,0
0,152285,0,26,0,0,394835,1214,5956,4.9
0,152286,23,228,5,9,394835,1214,5956,4.9
0,152290,21,489,12,10,394835,1214,5956,4.9
0,152307,154,4935,132,15,543987,1078,660,0.6
0,152323,0,28,0,0,577110,1056,1881,1.8
1,152325,64,2602,134,6,577110,1056,1881,1.8
0,152334,5,79,1,3,684128,991,181,0.2
0,152346,0,9,0,0,762479,929,117,0.1
0,152349,7,157,2,7,389035,1217,183,0.2
0,152350,69,1389,50,2,762479,929,117,0.1
0,152353,0,22,0,0,703479,980,148,0.2
0,152354,0,18,0,0,703479,980,148,0.2
0,152356,12,129,3,0,703479,980,148,0.2
0,152384,13,222,9,2,229906,1328,6316,4.8
0,152415,2,147,0,2,510733,1096,5,0
0,152421,6,170,0,4,135695,1376,847,0.6
0,152431,13,105,1,2,131541,1378,583,0.4
0,152458,2,79,0,0,78505,1536,35,0
0,152464,34,1085,62,7,10769,1597,1721,1.1
0,152477,1,49,1,0,341977,1255,2,0
0,152482,39,1533,62,0,335804,1259,1866,1.5
0,152484,13,143,1,6,781760,912,1052,1.2
0,152487,90,2421,158,8,40002,1561,1345,0.9
0,152498,11,162,2,5,10769,1597,1721,1.1
0,152520,3,61,0,0,251432,1318,28,0
0,152524,10,125,1,8,251432,1318,28,0
0,152554,1,101,0,1,10877,1597,1834,1.2
0,152622,1,11,0,0,27786,1567,81,0.1
0,152639,8,67,2,2,166545,1362,779,0.6
0,152669,41,1352,61,15,166545,1362,779,0.6
0,152670,5,98,2,4,379431,1224,107,0.1
0,152686,12,138,2,8,478933,1159,580,0.5
0,152691,26,550,18,5,166545,1362,779,0.6
0,152715,71,1031,63,4,805695,892,1339,1.5
0,152724,0,60,0,0,410578,1206,43,0
0,152725,2,108,3,0,410578,1206,43,0
0,152749,27,403,21,3,208196,1340,280,0.2
0,152755,11,153,5,8,805695,892,1339,1.5
0,152765,8,165,0,0,739568,955,249,0.3
0,152768,3,51,0,0,108394,1387,21,0
0,152770,5,115,6,2,739568,955,249,0.3
0,152775,7,93,0,8,805695,892,1339,1.5
0,152792,5,116,1,2,739568,955,249,0.3
0,152796,33,1131,18,14,727151,967,94,0.1
0,152835,4,2115,0,0,729637,965,2,0
0,152836,0,12,0,0,27786,1567,81,0.1
0,152837,0,12,0,0,27786,1567,81,0.1
0,152853,15,1076,21,8,807284,891,19,0
0,152867,15,227,0,8,478933,1159,580,0.5
0,152878,31,1042,43,8,168047,1361,376,0.3
0,152898,2,65,0,0,807626,890,336,0.4
0,152908,1,33,0,0,108496,1387,4,0
0,152910,1,34,0,0,108496,1387,4,0
0,152925,3,33,0,0,108496,1387,4,0
0,152944,10,111,3,3,389035,1217,183,0.2
0,152974,8,80,1,3,23768,1569,1869,1.2
0,152988,5,75,1,2,143243,1373,307,0.2
0,153013,1,44,0,0,746859,947,337,0.4
0,153050,10,256,11,3,808172,890,3,0
0,153051,8,130,6,3,808172,890,3,0
0,153146,20,175,1,8,10769,1597,1721,1.1
0,153147,26,439,20,5,790566,905,157,0.2
0,153150,18,184,1,11,781760,912,1052,1.2
0,153163,1,34,0,0,736020,958,29,0
0,153165,3,75,0,0,803407,894,10,0
0,153176,38,1905,17,13,635050,1022,772,0.8
0,153206,36,486,37,6,1385,1619,2278,1.4
0,153208,6,700,2,7,188749,1350,1990,1.5
0,153219,0,37,0,0,13020,1594,93,0.1
0,153222,10,140,1,7,23768,1569,1869,1.2
0,153236,1,67,0,1,639603,1019,21,0
0,153238,14,626,15,5,532904,1084,65,0.1
0,153244,100,3269,359,30,368986,1233,814,0.7
0,153387,1,75,0,3,644914,1016,54,0.1
0,153404,11,144,1,11,10769,1597,1721,1.1
0,153407,16,234,3,4,410604,1206,1757,1.5
0,153417,68,1009,76,0,151556,1370,29,0
0,153421,21,201,1,9,389035,1217,183,0.2
1,153427,40,512,42,1,185450,1352,1490,1.1
0,153441,9,168,4,4,746859,947,337,0.4
0,153445,1,56,0,1,637845,1020,1341,1.3
0,153453,14,134,0,6,426350,1197,1535,1.3
0,153523,18,661,7,8,414182,1204,282,0.2
0,153524,13,758,10,1,414182,1204,282,0.2
0,153530,1,29,0,0,77096,1537,11,0
0,153534,1,26,0,0,298956,1286,24,0
0,153540,2,83,0,4,298956,1286,24,0
0,153569,31,705,33,4,4702,1615,4258,2.6
0,153571,5,116,0,0,425464,1198,4,0
0,153629,10,232,7,0,109539,1386,261,0.2
0,153632,1,14,0,0,495809,1120,16,0
0,153633,17,194,3,14,286635,1295,50,0
0,153634,10,316,4,1,809923,888,556,0.6
0,153638,17,463,20,6,781335,912,83,0.1
0,153647,12,196,1,7,781067,912,126,0.1
0,153651,3,45,0,0,218675,1334,1615,1.2
0,153666,26,569,16,2,33541,1565,1907,1.2
0,153667,5,108,5,0,372139,1230,834,0.7
0,153693,6,91,1,2,126122,1380,433,0.3
0,153703,82,2430,227,2,348741,1250,1240,1
0,153704,137,4012,93,14,216131,1336,4004,3
0,153705,35,719,41,1,543174,1079,6920,6.4
0,153717,23,274,7,4,109539,1386,261,0.2
0,153728,1,29,0,0,218675,1334,1615,1.2
0,153738,1,80,0,0,48,1620,261,0.2
0,153744,98,2758,108,35,48,1620,261,0.2
0,153754,1,35,0,0,811244,887,5,0
0,153758,21,361,13,2,218821,1334,1367,1
0,153768,18,173,6,1,495809,1120,16,0
0,153771,6,69,5,0,107707,1387,73,0.1
0,153790,8,555,12,1,765062,926,346,0.4
0,153834,9,119,7,1,809333,889,13,0
0,153847,16,518,16,0,725705,968,78,0.1
0,153852,8,143,1,4,206387,1341,3060,2.3
0,153864,21,278,7,5,781788,911,1469,1.6
0,153872,2,70,0,0,126616,1380,347,0.3
0,153878,1,29,0,0,51834,1554,361,0.2
0,153879,1,62,0,0,126616,1380,347,0.3
0,153895,12,512,11,0,20971,1578,330,0.2
0,153900,38,409,22,2,51834,1554,361,0.2
0,153923,1,24,0,0,428618,1196,59,0
0,153926,0,11,0,0,428618,1196,59,0
0,153927,1,26,0,0,428618,1196,59,0
0,153928,25,266,3,8,428618,1196,59,0
0,153931,39,706,25,3,284061,1297,1992,1.5
0,153935,22,274,12,0,109539,1386,261,0.2
0,153942,2,38,0,0,36710,1563,837,0.5
1,153943,66,1046,112,2,47044,1556,95,0.1
0,153957,89,2581,41,11,23768,1569,1869,1.2
0,153964,1,46,2,0,532904,1084,65,0.1
0,153977,1,56,0,0,41112,1560,67,0
0,153978,4,39,0,1,126122,1380,433,0.3
0,154024,66,1746,77,17,126122,1380,433,0.3
0,154049,68,2629,53,7,543987,1078,660,0.6
0,154067,25,351,13,4,516227,1092,3253,3
1,154079,70,1760,104,1,20971,1578,330,0.2
0,154096,24,181,15,1,543174,1079,6920,6.4
0,154100,1,184,0,0,99299,1495,30,0
0,154104,41,403,15,3,781067,912,126,0.1
0,154172,1,49,0,0,109487,1386,81,0.1
0,154174,5,87,2,1,209961,1339,266,0.2
0,154177,48,1440,39,6,292922,1291,697,0.5
0,154184,1,73,0,0,810643,887,4,0
0,154196,20,254,10,7,738457,956,115,0.1
0,154211,87,2362,160,42,730543,964,484,0.5
0,154221,2,114,0,0,348741,1250,1240,1
0,154228,2,30,1,2,810643,887,4,0
0,154236,11,111,2,14,427937,1196,26,0
0,154250,2,60,0,0,350507,1249,35,0
0,154254,1,106,0,0,350507,1249,35,0
0,154258,5,42,0,0,118730,1383,4,0
0,154262,15,241,24,1,36710,1563,837,0.5
0,154264,7,104,2,6,781788,911,1469,1.6
0,154267,45,1085,81,14,390,1620,3973,2.5
0,154276,15,148,2,8,126616,1380,347,0.3
0,154278,2,27,0,0,143014,1373,6,0
0,154282,13,116,3,6,759225,933,598,0.6
0,154302,2,62,2,3,738132,957,1196,1.3
0,154312,7,49,0,0,141202,1374,1398,1
0,154323,20,525,7,6,550387,1070,821,0.8
0,154343,24,423,28,9,20971,1578,330,0.2
0,154363,8,150,1,0,51834,1554,361,0.2
0,154366,6,84,1,4,781760,912,1052,1.2
0,154367,13,192,4,11,781760,912,1052,1.2
0,154403,0,33,0,0,437331,1192,96,0.1
0,154406,19,257,8,7,437331,1192,96,0.1
1,154414,56,1274,61,3,365965,1237,5191,4.2
0,154422,32,707,0,0,630638,1025,1765,1.7
0,154423,4,47,0,0,643527,1017,58,0.1
0,154433,8,94,4,1,244448,1321,187,0.1
0,154435,0,9,0,0,141202,1374,1398,1
0,154437,34,1085,42,4,141202,1374,1398,1
0,154444,13,155,5,2,781067,912,126,0.1
0,154452,10,173,8,0,10769,1597,1721,1.1
0,154454,2,27,0,0,258158,1314,341,0.3
0,154455,9,106,4,2,126616,1380,347,0.3
0,154460,5,71,0,5,258158,1314,341,0.3
0,154486,88,3265,121,37,389035,1217,183,0.2
0,154499,28,459,10,4,428618,1196,59,0
0,154500,15,327,21,0,180401,1355,229,0.2
0,154519,3,50,5,0,543174,1079,6920,6.4
0,154527,61,911,67,13,122711,1382,195,0.1
0,154539,23,1777,37,5,437331,1192,96,0.1
0,154541,4,54,0,0,204733,1342,118,0.1
0,154546,10,95,1,6,741237,954,307,0.3
0,154571,40,815,77,0,243141,1322,284,0.2
0,154630,33,774,11,11,343987,1254,1168,0.9
0,154632,53,1564,61,29,343987,1254,1168,0.9
1,154674,69,2451,94,4,543174,1079,6920,6.4
0,154677,24,681,18,13,33541,1565,1907,1.2
0,154679,3,36,0,0,781760,912,1052,1.2
0,154680,13,198,11,6,781760,912,1052,1.2
0,154687,0,29,1,1,143014,1373,6,0
1,154696,32,803,38,1,135695,1376,847,0.6
0,154732,4,45,0,0,115808,1384,460,0.3
0,154735,4,73,1,0,24228,1568,102,0.1
0,154739,0,19,0,0,20867,1578,245,0.2
0,154741,1,35,3,0,20867,1578,245,0.2
0,154755,7,112,3,4,314415,1274,13,0
0,154756,1,23,0,0,796174,901,10,0
0,154760,4,60,0,3,796174,901,10,0
0,154764,17,630,17,6,271959,1306,1985,1.5
0,154779,34,502,25,14,278848,1301,634,0.5
0,154786,3,51,0,0,823835,883,5,0
0,154791,7,98,0,0,228921,1328,1036,0.8
0,154801,4,87,1,1,224702,1330,29,0
0,154803,2,42,1,3,126616,1380,347,0.3
1,154811,269,11752,643,61,630638,1025,1765,1.7
0,154817,4,47,2,0,115808,1384,460,0.3
0,154824,15,152,9,1,202383,1343,102,0.1
1,154830,22,227,30,1,229906,1328,6316,4.8
0,154842,66,1094,84,7,144945,1373,590,0.4
0,154847,26,574,32,1,428618,1196,59,0
0,154876,26,550,9,1,17746,1586,776,0.5
0,154884,14,167,13,1,543174,1079,6920,6.4
0,154892,1,38,0,0,428174,1196,90,0.1
0,154898,17,206,4,4,428174,1196,90,0.1
0,154907,7,120,6,1,109487,1386,81,0.1
0,154915,26,552,28,3,790566,905,157,0.2
0,154946,3,87,1,2,224702,1330,29,0
0,154947,15,203,1,11,10769,1597,1721,1.1
0,154951,24,761,19,1,809923,888,556,0.6
0,154966,5,60,2,1,115808,1384,460,0.3
1,154972,103,2549,104,9,398723,1212,416,0.3
0,154974,4,73,3,0,132403,1377,883,0.6
0,154983,2,103,0,0,348741,1250,1240,1
0,154988,19,528,14,3,313438,1275,210,0.2
0,154990,1,39,1,0,115808,1384,460,0.3
0,154991,17,197,17,3,115808,1384,460,0.3
0,155014,10,128,0,11,23768,1569,1869,1.2
0,155017,4,101,1,0,23768,1569,1869,1.2
0,155022,36,1623,22,8,819306,884,936,1.1
0,155025,2,53,0,0,796174,901,10,0
0,155029,1,32,0,0,100353,1491,9,0
0,155045,115,2958,165,35,133568,1377,131,0.1
0,155054,4,50,0,0,497534,1117,233,0.2
0,155058,3,96,10,1,759225,933,598,0.6
1,155061,39,820,59,2,647117,1014,95,0.1
0,155078,22,469,28,3,101021,1489,221,0.1
0,155085,51,1503,45,36,410604,1206,1757,1.5
0,155125,66,1227,102,6,428174,1196,90,0.1
0,155130,7,306,7,4,563164,1063,131,0.1
0,155154,23,518,11,2,592396,1049,167,0.2
0,155163,0,7,0,0,126616,1380,347,0.3
0,155164,19,236,10,2,126616,1380,347,0.3
0,155165,0,13,0,0,126616,1380,347,0.3
0,155183,11,168,1,5,10769,1597,1721,1.1
0,155225,2,198,0,0,348741,1250,1240,1
0,155245,13,579,6,0,242436,1322,112,0.1
0,155247,15,574,16,1,74748,1540,2035,1.3
0,155249,11,506,16,4,96530,1503,1140,0.8
0,155316,6,65,5,0,41112,1560,67,0
0,155317,1,16,1,0,41112,1560,67,0
0,155335,47,1357,25,4,565019,1062,136,0.1
0,155338,0,13,0,0,377985,1225,3536,2.9
0,155340,21,196,21,0,377985,1225,3536,2.9
0,155356,34,589,35,6,432505,1194,687,0.6
1,155370,64,933,45,5,394835,1214,5956,4.9
0,155374,5,164,1,1,768171,922,51,0.1
0,155410,7,83,11,0,131778,1378,2248,1.6
0,155411,21,160,22,0,131778,1378,2248,1.6
0,155434,26,1162,37,10,304457,1281,1215,1
0,155447,61,1276,32,9,127580,1379,410,0.3
0,155451,1,20,0,0,533355,1084,73,0.1
0,155455,0,16,0,0,275699,1303,2,0
0,155456,0,10,0,0,275699,1303,2,0
1,155464,56,1642,39,2,111369,1386,2360,1.7
0,155478,4,55,2,0,209961,1339,266,0.2
0,155508,10,195,0,6,560482,1064,32,0
0,155553,12,243,6,0,466665,1172,115,0.1
0,155588,87,1669,160,5,343987,1254,1168,0.9
0,155600,9,94,6,4,101021,1489,221,0.1
0,155606,36,659,27,7,256199,1315,2377,1.8
0,155614,12,94,1,11,478933,1159,580,0.5
0,155615,30,1096,15,3,103183,1481,978,0.7
0,155625,2,61,2,0,303476,1282,12,0
0,155634,1,58,0,0,618158,1033,440,0.4
0,155638,2,50,0,0,808728,889,1,0
0,155646,16,739,13,4,523029,1089,1091,1
0,155650,44,653,18,1,761365,930,213,0.2
1,155695,111,3266,221,24,478933,1159,580,0.5
1,155722,33,744,47,4,261495,1312,1464,1.1
0,155728,0,26,0,0,412495,1205,1052,0.9
0,155739,7,130,11,0,202383,1343,102,0.1
0,155761,0,37,1,0,584855,1053,1365,1.3
0,155778,7,76,1,2,412495,1205,1052,0.9
0,155784,1,40,0,0,828350,881,5,0
0,155785,104,2924,147,18,335804,1259,1866,1.5
0,155801,19,391,15,10,394835,1214,5956,4.9
0,155809,0,10,0,0,412495,1205,1052,0.9
0,155810,22,240,12,8,412495,1205,1052,0.9
0,155842,50,2010,48,8,588791,1051,668,0.6
0,155850,49,690,58,8,478933,1159,580,0.5
0,155851,59,1052,72,4,1385,1619,2278,1.4
0,155852,25,227,2,11,478933,1159,580,0.5
0,155871,7,85,0,0,577144,1056,103,0.1
0,155951,21,532,17,2,746734,947,1327,1.4
0,155953,11,122,0,1,828350,881,5,0
0,155963,16,586,7,1,663217,1005,3652,3.6
0,155985,3,38,0,0,696365,985,15,0
0,155996,1,45,0,0,618158,1033,440,0.4
0,156029,4,55,0,0,399902,1211,4,0
0,156031,1,25,0,0,394835,1214,5956,4.9
0,156033,81,1566,129,9,394835,1214,5956,4.9
0,156074,12,160,2,2,478933,1159,580,0.5
0,156086,68,1326,57,16,1385,1619,2278,1.4
0,156094,5,443,4,7,800346,897,13,0
0,156110,6,75,5,1,696643,984,341,0.3
0,156114,7,360,1,4,826730,882,7,0
0,156118,2,27,0,1,455142,1180,485,0.4
0,156120,10,85,2,4,781760,912,1052,1.2
0,156123,20,445,19,2,805587,892,8,0
0,156133,19,248,9,7,577144,1056,103,0.1
0,156137,7,101,5,5,123719,1381,5,0
0,156139,3,102,2,3,78097,1536,3,0
0,156161,12,178,2,6,577144,1056,103,0.1
1,156165,30,615,53,0,428618,1196,59,0
0,156175,24,379,8,4,781760,912,1052,1.2
0,156183,8,119,2,6,577144,1056,103,0.1
0,156191,48,1250,97,4,441707,1188,1249,1.1
0,156194,0,36,2,0,250129,1319,5,0
0,156211,23,605,6,4,313438,1275,210,0.2
0,156229,6,65,1,0,239417,1324,121,0.1
0,156244,17,255,5,10,550387,1070,821,0.8
0,156262,45,1903,27,6,543987,1078,660,0.6
0,156264,20,236,0,8,397083,1213,303,0.3
0,156279,6,125,0,3,362667,1239,25,0
0,156280,0,12,0,0,693038,986,67,0.1
0,156281,6,98,1,3,693038,986,67,0.1
0,156293,9,112,0,8,478933,1159,580,0.5
0,156302,26,334,2,18,689022,989,649,0.7
0,156324,9,155,1,3,339068,1257,566,0.5
0,156363,30,383,12,12,577144,1056,103,0.1
1,156376,30,584,62,4,150709,1370,1220,0.9
0,156377,2,59,0,0,840549,876,7,0
1,156391,80,1704,121,14,218675,1334,1615,1.2
0,156392,14,194,3,8,330918,1263,404,0.3
0,156404,32,410,9,9,577144,1056,103,0.1
0,156406,1,32,0,0,813907,886,1,0
0,156410,0,16,0,0,840549,876,7,0
0,156422,25,393,6,6,441707,1188,1249,1.1
0,156426,85,1603,55,9,543987,1078,660,0.6
0,156428,1,26,0,0,756287,936,4,0
0,156452,44,599,18,14,805695,892,1339,1.5
0,156457,2,47,0,3,741601,953,83,0.1
0,156459,17,174,4,2,741601,953,83,0.1
0,156461,39,586,22,3,839320,877,48,0.1
1,156464,95,29842,47,5,809923,888,556,0.6
0,156477,23,302,31,3,3414,1618,1695,1
0,156494,1,43,0,0,841688,876,36,0
0,156525,7,503,5,3,498525,1115,50,0
0,156526,6,147,1,6,3106,1618,145,0.1
0,156561,9,118,1,5,362667,1239,25,0
0,156581,18,283,5,8,362667,1239,25,0
0,156633,33,468,12,1,6807,1610,153,0.1
0,156638,84,2221,61,9,773691,917,329,0.4
0,156699,9,182,5,6,841688,876,36,0
1,156710,43,557,46,2,101019,1489,2302,1.5
0,156726,10,284,0,0,672231,999,245,0.2
0,156742,1,42,0,0,400891,1211,1030,0.9
0,156743,13,121,2,8,123719,1381,5,0
0,156767,15,317,4,0,741601,953,83,0.1
0,156809,23,376,20,7,1385,1619,2278,1.4
0,156816,21,220,15,1,577144,1056,103,0.1
0,156824,8,283,3,1,809923,888,556,0.6
1,156840,94,8344,100,11,745230,949,474,0.5
0,156853,2,207,2,0,741601,953,83,0.1
0,156880,1,28,0,0,23768,1569,1869,1.2
0,156882,2,40,0,0,23768,1569,1869,1.2
0,156884,7,495,7,2,840602,876,385,0.4
0,156886,75,1461,43,20,23768,1569,1869,1.2
0,156900,25,346,7,4,1297,1619,182,0.1
0,156928,8,142,0,0,71650,1542,7,0
1,156932,82,6049,160,25,54082,1553,994,0.6
0,156937,7,113,0,0,542970,1079,1,0
0,156960,26,366,11,0,733155,961,119,0.1
0,156967,30,411,41,1,394835,1214,5956,4.9
0,156972,65,997,57,9,394835,1214,5956,4.9
0,156999,28,523,5,4,632797,1024,723,0.7
0,157003,279,12448,315,28,557,1620,2828,1.7
0,157051,10,272,6,3,563164,1063,131,0.1
0,157096,8,112,9,0,577144,1056,103,0.1
0,157100,5,255,3,1,804758,893,444,0.5
0,157118,8,81,0,0,408469,1207,36,0
0,157129,15,586,14,2,741601,953,83,0.1
0,157152,53,1127,59,15,793374,903,883,1
0,157157,30,461,28,8,71650,1542,7,0
0,157210,0,13,0,0,460970,1176,981,0.8
0,157211,180,8413,448,48,460970,1176,981,0.8
0,157222,53,1670,20,8,394835,1214,5956,4.9
0,157223,13,130,0,9,23768,1569,1869,1.2
0,157226,7,224,6,1,177298,1357,493,0.4
0,157232,74,3192,87,36,23768,1569,1869,1.2
0,157254,4,95,2,6,23768,1569,1869,1.2
1,157258,66,20543,38,0,466665,1172,115,0.1
0,157262,66,2342,70,8,11940,1595,1438,0.9
0,157265,64,2853,57,4,543987,1078,660,0.6
0,157272,1,37,0,0,801139,897,1,0
0,157283,19,310,7,3,594386,1048,252,0.2
0,157378,75,2654,71,35,335804,1259,1866,1.5
0,157380,1,33,0,0,80517,1535,289,0.2
0,157382,117,9469,366,81,96409,1503,1659,1.1
0,157386,34,712,6,0,809923,888,556,0.6
0,157413,8,103,4,0,522524,1089,350,0.3
0,157414,1,77,2,0,522524,1089,350,0.3
