Recommended,SuggID,Responses,Views,VoteUp,VoteDown,AuthID,AuthTenure,AuthPosts,AuthPost/Day,AuthScore,Up/Down,Up/Views,Down/Views,UpViewsRank
0,195292,11,612,4,15,320006,1271,798,0.6,0.377230973,0.266666667,0.006535948,0.024509804,0
0,159375,7,135,3,2,320006,1271,798,0.6,0.377230973,1.5,0.022222222,0.014814815,0
0,171977,9,298,3,2,320006,1271,798,0.6,0.377230973,1.5,0.010067114,0.006711409,0
0,174580,1,82,3,0,320006,1271,798,0.6,0.377230973,0,0.036585366,0,0
0,132502,7,129,2,2,320006,1271,798,0.6,0.377230973,1,0.015503876,0.015503876,0
0,166179,11,143,2,9,320006,1271,798,0.6,0.377230973,0.222222222,0.013986014,0.062937063,0
0,174561,7,119,0,5,320006,1271,798,0.6,0.377230973,0,0,0.042016807,0
0,196833,1,32,0,0,320006,1271,798,0.6,0.377230973,0,0,0,0
1,257104,60,1604,60,8,159168,1366,982,0.7,0.376944087,7.5,0.037406484,0.004987531,0
1,256797,53,1529,59,4,159168,1366,982,0.7,0.376944087,14.75,0.038587312,0.002616089,0
1,271182,56,1650,55,7,159168,1366,982,0.7,0.376944087,7.857142857,0.033333333,0.004242424,0
0,265937,89,2809,54,12,159168,1366,982,0.7,0.376944087,4.5,0.019223923,0.004271983,0
0,279898,22,732,41,3,159168,1366,982,0.7,0.376944087,13.66666667,0.056010929,0.004098361,0
0,279229,41,1133,36,3,159168,1366,982,0.7,0.376944087,12,0.031774051,0.002647838,0
0,259904,28,640,29,5,159168,1366,982,0.7,0.376944087,5.8,0.0453125,0.0078125,0
0,269511,27,774,19,6,159168,1366,982,0.7,0.376944087,3.166666667,0.024547804,0.007751938,0
0,278735,37,957,18,6,159168,1366,982,0.7,0.376944087,3,0.018808777,0.006269592,0
0,273364,24,824,16,4,159168,1366,982,0.7,0.376944087,4,0.019417476,0.004854369,0
0,250619,21,857,14,8,159168,1366,982,0.7,0.376944087,1.75,0.016336056,0.009334889,0
0,266659,41,834,14,10,159168,1366,982,0.7,0.376944087,1.4,0.016786571,0.011990408,0
0,255378,30,629,13,14,159168,1366,982,0.7,0.376944087,0.928571429,0.020667727,0.022257552,0
0,261094,21,689,11,3,159168,1366,982,0.7,0.376944087,3.666666667,0.015965167,0.004354136,0
0,283882,7,278,6,2,159168,1366,982,0.7,0.376944087,3,0.021582734,0.007194245,0
0,279397,12,284,4,6,159168,1366,982,0.7,0.376944087,0.666666667,0.014084507,0.021126761,0
0,276855,9,223,3,3,159168,1366,982,0.7,0.376944087,1,0.013452915,0.013452915,0
0,281082,5,252,3,3,159168,1366,982,0.7,0.376944087,1,0.011904762,0.011904762,0
0,189713,8,141,3,4,159168,1366,982,0.7,0.376944087,0.75,0.021276596,0.028368794,0
0,279287,17,392,3,4,159168,1366,982,0.7,0.376944087,0.75,0.007653061,0.010204082,0
0,254177,4,133,2,3,159168,1366,982,0.7,0.376944087,0.666666667,0.015037594,0.022556391,0
0,276385,3,165,2,3,159168,1366,982,0.7,0.376944087,0.666666667,0.012121212,0.018181818,0
0,250998,11,239,2,3,159168,1366,982,0.7,0.376944087,0.666666667,0.008368201,0.012552301,0
0,265938,8,316,2,3,159168,1366,982,0.7,0.376944087,0.666666667,0.006329114,0.009493671,0
0,250324,10,323,2,4,159168,1366,982,0.7,0.376944087,0.5,0.00619195,0.012383901,0
0,278804,7,219,2,6,159168,1366,982,0.7,0.376944087,0.333333333,0.00913242,0.02739726,0
0,249877,6,357,2,8,159168,1366,982,0.7,0.376944087,0.25,0.005602241,0.022408964,0
0,259377,4,237,1,1,159168,1366,982,0.7,0.376944087,1,0.004219409,0.004219409,0
0,249480,12,216,1,2,159168,1366,982,0.7,0.376944087,0.5,0.00462963,0.009259259,0
0,183260,3,105,1,7,159168,1366,982,0.7,0.376944087,0.142857143,0.00952381,0.066666667,0
0,234628,6,99,0,4,159168,1366,982,0.7,0.376944087,0,0,0.04040404,0
0,249981,1,103,0,0,159168,1366,982,0.7,0.376944087,0,0,0,0
0,270156,3,94,6,0,17202,1587,4,0,0.376248579,0,0.063829787,0,0
0,211727,11,181,11,3,57133,1551,33,0,0.37599466,3.666666667,0.060773481,0.016574586,0
0,145819,29,365,28,4,198677,1345,1178,0.9,0.375927871,7,0.076712329,0.010958904,0
0,145648,9,95,9,2,198677,1345,1178,0.9,0.375927871,4.5,0.094736842,0.021052632,1
0,199269,15,214,2,13,198677,1345,1178,0.9,0.375927871,0.153846154,0.009345794,0.060747664,0
1,142579,99,2693,247,10,730098,964,1382,1.4,0.375869007,24.7,0.091719272,0.003713331,0
1,142581,76,2124,201,27,730098,964,1382,1.4,0.375869007,7.444444444,0.094632768,0.012711864,1
0,138736,83,3502,133,40,730098,964,1382,1.4,0.375869007,3.325,0.037978298,0.011422045,0
0,158185,64,2822,90,33,730098,964,1382,1.4,0.375869007,2.727272727,0.031892275,0.011693834,0
1,231808,58,1195,66,5,730098,964,1382,1.4,0.375869007,13.2,0.055230126,0.0041841,0
0,147343,35,454,49,1,730098,964,1382,1.4,0.375869007,49,0.107929515,0.002202643,1
1,142791,32,651,41,0,730098,964,1382,1.4,0.375869007,0,0.062980031,0,0
1,229253,27,438,34,0,730098,964,1382,1.4,0.375869007,0,0.077625571,0,0
0,233940,31,462,30,2,730098,964,1382,1.4,0.375869007,15,0.064935065,0.004329004,0
0,141123,33,479,28,8,730098,964,1382,1.4,0.375869007,3.5,0.058455115,0.016701461,0
0,151972,27,270,17,2,730098,964,1382,1.4,0.375869007,8.5,0.062962963,0.007407407,0
0,152214,25,255,15,0,730098,964,1382,1.4,0.375869007,0,0.058823529,0,0
0,142237,34,1389,13,24,730098,964,1382,1.4,0.375869007,0.541666667,0.009359251,0.017278618,0
0,139858,5,285,9,3,730098,964,1382,1.4,0.375869007,3,0.031578947,0.010526316,0
0,231642,10,294,9,3,730098,964,1382,1.4,0.375869007,3,0.030612245,0.010204082,0
0,230345,13,532,8,0,730098,964,1382,1.4,0.375869007,0,0.015037594,0,0
0,158413,13,158,7,0,730098,964,1382,1.4,0.375869007,0,0.044303797,0,0
0,144488,15,152,6,3,730098,964,1382,1.4,0.375869007,2,0.039473684,0.019736842,0
0,143672,16,214,4,9,730098,964,1382,1.4,0.375869007,0.444444444,0.018691589,0.042056075,0
0,231583,10,275,3,2,730098,964,1382,1.4,0.375869007,1.5,0.010909091,0.007272727,0
0,233733,10,331,3,0,730098,964,1382,1.4,0.375869007,0,0.009063444,0,0
0,139224,15,168,2,4,730098,964,1382,1.4,0.375869007,0.5,0.011904762,0.023809524,0
0,161468,0,45,1,0,730098,964,1382,1.4,0.375869007,0,0.022222222,0,0
0,141815,0,10,0,0,730098,964,1382,1.4,0.375869007,0,0,0,0
0,144486,0,27,0,0,730098,964,1382,1.4,0.375869007,0,0,0,0
0,148508,0,35,0,0,730098,964,1382,1.4,0.375869007,0,0,0,0
0,148509,2,43,0,1,730098,964,1382,1.4,0.375869007,0,0,0.023255814,0
0,157673,21,283,0,0,730098,964,1382,1.4,0.375869007,0,0,0,0
0,158426,18,366,0,0,730098,964,1382,1.4,0.375869007,0,0,0,0
0,162144,62,1116,0,0,730098,964,1382,1.4,0.375869007,0,0,0,0
0,231756,2,174,0,0,730098,964,1382,1.4,0.375869007,0,0,0,0
0,231768,4,196,0,0,730098,964,1382,1.4,0.375869007,0,0,0,0
0,234249,41,2323,89,7,326397,1266,500,0.4,0.37571788,12.71428571,0.038312527,0.003013345,0
0,234624,63,2362,82,10,326397,1266,500,0.4,0.37571788,8.2,0.034716342,0.0042337,0
0,148398,53,2771,71,8,326397,1266,500,0.4,0.37571788,8.875,0.025622519,0.002887044,0
0,148564,5,48,3,0,326397,1266,500,0.4,0.37571788,0,0.0625,0,0
0,185710,40,1081,56,6,196249,1346,43,0,0.375574817,9.333333333,0.051803885,0.005550416,0
1,160165,49,1402,61,2,315339,1274,318,0.3,0.375534876,30.5,0.043509272,0.001426534,0
0,229266,39,703,33,5,315339,1274,318,0.3,0.375534876,6.6,0.046941679,0.007112376,0
1,264865,66,3525,135,18,390741,1216,2225,1.8,0.375387318,7.5,0.038297872,0.005106383,0
1,270200,39,2473,101,16,390741,1216,2225,1.8,0.375387318,6.3125,0.040841084,0.006469875,0
0,191411,46,3906,46,12,390741,1216,2225,1.8,0.375387318,3.833333333,0.011776754,0.003072197,0
0,200753,31,836,28,3,390741,1216,2225,1.8,0.375387318,9.333333333,0.033492823,0.003588517,0
0,267150,25,668,14,13,390741,1216,2225,1.8,0.375387318,1.076923077,0.020958084,0.019461078,0
0,179891,23,440,10,8,390741,1216,2225,1.8,0.375387318,1.25,0.022727273,0.018181818,0
0,178050,17,535,9,7,390741,1216,2225,1.8,0.375387318,1.285714286,0.01682243,0.013084112,0
0,242638,23,662,8,14,390741,1216,2225,1.8,0.375387318,0.571428571,0.012084592,0.021148036,0
0,199749,4,97,1,0,390741,1216,2225,1.8,0.375387318,0,0.010309278,0,0
0,101250,59,1998,37,16,1184,1620,1594,1,0.374171321,2.3125,0.018518519,0.008008008,0
0,115880,15,207,5,1,1184,1620,1594,1,0.374171321,5,0.024154589,0.004830918,0
0,113522,49,1223,82,3,379308,1224,52,0,0.374106098,27.33333333,0.067048242,0.002452984,0
0,113687,41,1027,38,2,379308,1224,52,0,0.374106098,19,0.037000974,0.00194742,0
0,113352,32,743,29,2,379308,1224,52,0,0.374106098,14.5,0.039030956,0.00269179,0
0,220538,6,142,14,3,567693,1060,346,0.3,0.373139582,4.666666667,0.098591549,0.021126761,1
0,118717,15,379,22,3,134834,1376,555,0.4,0.372626966,7.333333333,0.058047493,0.007915567,0
0,134154,111,4155,134,23,550387,1070,821,0.8,0.372489886,5.826086957,0.032250301,0.005535499,0
0,164781,77,2814,85,41,550387,1070,821,0.8,0.372489886,2.073170732,0.030206112,0.014570007,0
0,162986,59,1111,71,5,550387,1070,821,0.8,0.372489886,14.2,0.063906391,0.00450045,0
0,222006,37,993,67,3,550387,1070,821,0.8,0.372489886,22.33333333,0.067472306,0.003021148,0
0,185828,43,1542,53,15,550387,1070,821,0.8,0.372489886,3.533333333,0.034370947,0.009727626,0
0,139148,23,961,27,5,550387,1070,821,0.8,0.372489886,5.4,0.028095734,0.005202914,0
0,210163,34,847,25,4,550387,1070,821,0.8,0.372489886,6.25,0.029515939,0.00472255,0
0,206027,17,456,21,3,550387,1070,821,0.8,0.372489886,7,0.046052632,0.006578947,0
0,162318,44,904,21,7,550387,1070,821,0.8,0.372489886,3,0.023230088,0.007743363,0
0,218321,20,591,17,3,550387,1070,821,0.8,0.372489886,5.666666667,0.028764805,0.005076142,0
0,215046,25,904,15,4,550387,1070,821,0.8,0.372489886,3.75,0.01659292,0.004424779,0
0,215051,14,373,14,1,550387,1070,821,0.8,0.372489886,14,0.037533512,0.002680965,0
0,227096,21,436,14,5,550387,1070,821,0.8,0.372489886,2.8,0.032110092,0.01146789,0
0,158272,12,471,13,7,550387,1070,821,0.8,0.372489886,1.857142857,0.027600849,0.014861996,0
0,218507,22,462,12,4,550387,1070,821,0.8,0.372489886,3,0.025974026,0.008658009,0
0,145106,17,287,12,6,550387,1070,821,0.8,0.372489886,2,0.041811847,0.020905923,0
0,236758,32,560,11,4,550387,1070,821,0.8,0.372489886,2.75,0.019642857,0.007142857,0
0,236384,17,411,10,5,550387,1070,821,0.8,0.372489886,2,0.0243309,0.01216545,0
0,221140,26,604,10,7,550387,1070,821,0.8,0.372489886,1.428571429,0.016556291,0.011589404,0
0,174362,21,423,9,3,550387,1070,821,0.8,0.372489886,3,0.021276596,0.007092199,0
0,224153,20,763,8,1,550387,1070,821,0.8,0.372489886,8,0.010484928,0.001310616,0
0,200728,12,107,8,4,550387,1070,821,0.8,0.372489886,2,0.074766355,0.037383178,0
0,217751,12,242,8,4,550387,1070,821,0.8,0.372489886,2,0.033057851,0.016528926,0
0,181387,16,448,8,4,550387,1070,821,0.8,0.372489886,2,0.017857143,0.008928571,0
0,161542,12,457,7,1,550387,1070,821,0.8,0.372489886,7,0.015317287,0.002188184,0
0,194378,10,303,7,2,550387,1070,821,0.8,0.372489886,3.5,0.02310231,0.00660066,0
0,154323,20,525,7,6,550387,1070,821,0.8,0.372489886,1.166666667,0.013333333,0.011428571,0
0,196313,18,347,7,14,550387,1070,821,0.8,0.372489886,0.5,0.020172911,0.040345821,0
0,218667,13,219,7,0,550387,1070,821,0.8,0.372489886,0,0.03196347,0,0
0,137668,14,230,6,1,550387,1070,821,0.8,0.372489886,6,0.026086957,0.004347826,0
0,162713,11,184,6,5,550387,1070,821,0.8,0.372489886,1.2,0.032608696,0.027173913,0
0,203937,20,364,6,7,550387,1070,821,0.8,0.372489886,0.857142857,0.016483516,0.019230769,0
0,237552,15,360,5,3,550387,1070,821,0.8,0.372489886,1.666666667,0.013888889,0.008333333,0
0,156244,17,255,5,10,550387,1070,821,0.8,0.372489886,0.5,0.019607843,0.039215686,0
0,222188,6,168,5,0,550387,1070,821,0.8,0.372489886,0,0.029761905,0,0
0,239089,3,115,4,1,550387,1070,821,0.8,0.372489886,4,0.034782609,0.008695652,0
0,222014,14,324,4,2,550387,1070,821,0.8,0.372489886,2,0.012345679,0.00617284,0
0,223330,19,304,4,5,550387,1070,821,0.8,0.372489886,0.8,0.013157895,0.016447368,0
0,162437,16,136,4,10,550387,1070,821,0.8,0.372489886,0.4,0.029411765,0.073529412,0
0,172795,12,176,3,2,550387,1070,821,0.8,0.372489886,1.5,0.017045455,0.011363636,0
0,224128,11,218,3,2,550387,1070,821,0.8,0.372489886,1.5,0.013761468,0.009174312,0
0,222203,14,223,3,2,550387,1070,821,0.8,0.372489886,1.5,0.013452915,0.00896861,0
0,226524,3,76,3,3,550387,1070,821,0.8,0.372489886,1,0.039473684,0.039473684,0
0,202407,4,292,3,3,550387,1070,821,0.8,0.372489886,1,0.010273973,0.010273973,0
0,220735,11,234,3,6,550387,1070,821,0.8,0.372489886,0.5,0.012820513,0.025641026,0
0,220737,7,181,2,1,550387,1070,821,0.8,0.372489886,2,0.011049724,0.005524862,0
0,220112,11,223,2,1,550387,1070,821,0.8,0.372489886,2,0.00896861,0.004484305,0
0,227105,4,146,2,2,550387,1070,821,0.8,0.372489886,1,0.01369863,0.01369863,0
0,220190,6,145,2,3,550387,1070,821,0.8,0.372489886,0.666666667,0.013793103,0.020689655,0
0,163529,6,75,2,5,550387,1070,821,0.8,0.372489886,0.4,0.026666667,0.066666667,0
0,220734,11,168,2,8,550387,1070,821,0.8,0.372489886,0.25,0.011904762,0.047619048,0
0,221282,3,105,2,0,550387,1070,821,0.8,0.372489886,0,0.019047619,0,0
0,232469,4,154,2,0,550387,1070,821,0.8,0.372489886,0,0.012987013,0,0
0,185632,0,41,1,1,550387,1070,821,0.8,0.372489886,1,0.024390244,0.024390244,0
0,218517,0,62,1,1,550387,1070,821,0.8,0.372489886,1,0.016129032,0.016129032,0
0,222337,2,88,1,1,550387,1070,821,0.8,0.372489886,1,0.011363636,0.011363636,0
0,227101,3,140,1,1,550387,1070,821,0.8,0.372489886,1,0.007142857,0.007142857,0
0,173257,5,69,1,2,550387,1070,821,0.8,0.372489886,0.5,0.014492754,0.028985507,0
0,227655,5,241,1,3,550387,1070,821,0.8,0.372489886,0.333333333,0.004149378,0.012448133,0
0,185614,10,103,1,6,550387,1070,821,0.8,0.372489886,0.166666667,0.009708738,0.058252427,0
0,228137,10,188,1,6,550387,1070,821,0.8,0.372489886,0.166666667,0.005319149,0.031914894,0
0,191643,10,118,1,7,550387,1070,821,0.8,0.372489886,0.142857143,0.008474576,0.059322034,0
0,224142,5,210,1,7,550387,1070,821,0.8,0.372489886,0.142857143,0.004761905,0.033333333,0
0,218493,13,171,1,8,550387,1070,821,0.8,0.372489886,0.125,0.005847953,0.046783626,0
0,158025,10,107,1,10,550387,1070,821,0.8,0.372489886,0.1,0.009345794,0.093457944,0
0,218843,0,66,1,0,550387,1070,821,0.8,0.372489886,0,0.015151515,0,0
0,163002,2,76,1,0,550387,1070,821,0.8,0.372489886,0,0.013157895,0,0
0,222361,3,120,1,0,550387,1070,821,0.8,0.372489886,0,0.008333333,0,0
0,224641,4,124,1,0,550387,1070,821,0.8,0.372489886,0,0.008064516,0,0
0,181683,3,162,1,0,550387,1070,821,0.8,0.372489886,0,0.00617284,0,0
0,135101,0,17,0,0,550387,1070,821,0.8,0.372489886,0,0,0,0
0,185631,1,20,0,0,550387,1070,821,0.8,0.372489886,0,0,0,0
0,223339,7,245,0,3,550387,1070,821,0.8,0.372489886,0,0,0.012244898,0
0,226311,6,104,0,4,550387,1070,821,0.8,0.372489886,0,0,0.038461538,0
0,228142,4,102,0,5,550387,1070,821,0.8,0.372489886,0,0,0.049019608,0
0,233369,4,132,0,1,550387,1070,821,0.8,0.372489886,0,0,0.007575758,0
0,236752,4,167,0,1,550387,1070,821,0.8,0.372489886,0,0,0.005988024,0
0,151323,48,1052,42,9,34630,1564,101,0.1,0.371764633,4.666666667,0.039923954,0.008555133,0
0,226092,12,161,22,0,20037,1580,540,0.3,0.371630923,0,0.136645963,0,1
0,224109,7,106,2,0,20037,1580,540,0.3,0.371630923,0,0.018867925,0,0
0,114681,0,68,0,0,20037,1580,540,0.3,0.371630923,0,0,0,0
0,125646,165,5713,400,28,511287,1095,942,0.9,0.371416101,14.28571429,0.070015754,0.004901103,0
0,126343,164,5486,302,94,511287,1095,942,0.9,0.371416101,3.212765957,0.055049216,0.017134524,0
0,141960,57,2064,94,22,511287,1095,942,0.9,0.371416101,4.272727273,0.045542636,0.010658915,0
0,141962,29,766,40,20,511287,1095,942,0.9,0.371416101,2,0.052219321,0.026109661,0
0,125469,16,218,9,7,511287,1095,942,0.9,0.371416101,1.285714286,0.041284404,0.032110092,0
0,139638,5,103,4,1,511287,1095,942,0.9,0.371416101,4,0.038834951,0.009708738,0
0,144910,15,392,4,16,511287,1095,942,0.9,0.371416101,0.25,0.010204082,0.040816327,0
0,137945,4,77,2,5,511287,1095,942,0.9,0.371416101,0.4,0.025974026,0.064935065,0
0,143050,26,281,2,32,511287,1095,942,0.9,0.371416101,0.0625,0.007117438,0.113879004,0
0,120606,4,80,1,5,511287,1095,942,0.9,0.371416101,0.2,0.0125,0.0625,0
0,146233,9,143,1,9,511287,1095,942,0.9,0.371416101,0.111111111,0.006993007,0.062937063,0
0,141953,0,11,0,0,511287,1095,942,0.9,0.371416101,0,0,0,0
0,144049,57,2051,46,29,8388,1601,428,0.3,0.370986162,1.586206897,0.022428084,0.014139444,0
0,184141,39,692,40,5,8388,1601,428,0.3,0.370986162,8,0.057803468,0.007225434,0
0,184149,13,210,23,1,8388,1601,428,0.3,0.370986162,23,0.10952381,0.004761905,1
0,121619,12,195,4,5,8388,1601,428,0.3,0.370986162,0.8,0.020512821,0.025641026,0
0,112632,10,165,0,14,8388,1601,428,0.3,0.370986162,0,0,0.084848485,0
0,184147,1,12,0,0,8388,1601,428,0.3,0.370986162,0,0,0,0
0,220275,14,291,14,0,2005,1619,342,0.2,0.370669099,0,0.048109966,0,0
1,267651,42,1026,50,1,36760,1563,40,0,0.370423707,50,0.048732943,0.000974659,0
0,267650,1,67,0,0,36760,1563,40,0,0.370423707,0,0,0,0
0,189455,23,464,25,0,61136,1549,23,0,0.370266129,0,0.05387931,0,0
0,114734,5,84,7,1,388536,1217,281,0.2,0.370139856,7,0.083333333,0.011904762,0
0,135089,10,140,8,1,111753,1386,1947,1.4,0.37011292,8,0.057142857,0.007142857,0
0,134918,4,96,6,1,111753,1386,1947,1.4,0.37011292,6,0.0625,0.010416667,0
0,104866,4,81,1,1,111753,1386,1947,1.4,0.37011292,1,0.012345679,0.012345679,0
0,159898,122,2149,80,12,858148,868,2130,2.5,0.369640102,6.666666667,0.037226617,0.005583993,0
0,250827,44,1568,42,18,858148,868,2130,2.5,0.369640102,2.333333333,0.026785714,0.011479592,0
0,215709,58,1312,41,7,858148,868,2130,2.5,0.369640102,5.857142857,0.03125,0.005335366,0
0,256587,41,922,33,12,858148,868,2130,2.5,0.369640102,2.75,0.035791757,0.013015184,0
0,165425,57,701,32,0,858148,868,2130,2.5,0.369640102,0,0.045649073,0,0
0,166646,35,775,29,5,858148,868,2130,2.5,0.369640102,5.8,0.037419355,0.006451613,0
0,228896,34,707,28,5,858148,868,2130,2.5,0.369640102,5.6,0.03960396,0.007072136,0
0,162907,47,1280,26,8,858148,868,2130,2.5,0.369640102,3.25,0.0203125,0.00625,0
0,198057,44,1035,25,2,858148,868,2130,2.5,0.369640102,12.5,0.024154589,0.001932367,0
0,159190,36,948,24,9,858148,868,2130,2.5,0.369640102,2.666666667,0.025316456,0.009493671,0
0,171191,33,361,23,6,858148,868,2130,2.5,0.369640102,3.833333333,0.063711911,0.016620499,0
0,168677,37,786,20,6,858148,868,2130,2.5,0.369640102,3.333333333,0.025445293,0.007633588,0
0,160579,34,783,16,4,858148,868,2130,2.5,0.369640102,4,0.020434227,0.005108557,0
0,214535,28,475,16,5,858148,868,2130,2.5,0.369640102,3.2,0.033684211,0.010526316,0
0,217531,19,190,15,0,858148,868,2130,2.5,0.369640102,0,0.078947368,0,0
0,165895,30,281,14,2,858148,868,2130,2.5,0.369640102,7,0.049822064,0.007117438,0
0,178847,16,322,13,5,858148,868,2130,2.5,0.369640102,2.6,0.040372671,0.01552795,0
0,208432,29,518,13,6,858148,868,2130,2.5,0.369640102,2.166666667,0.025096525,0.011583012,0
0,184882,26,683,13,9,858148,868,2130,2.5,0.369640102,1.444444444,0.019033675,0.01317716,0
0,214685,20,361,13,12,858148,868,2130,2.5,0.369640102,1.083333333,0.03601108,0.033240997,0
0,239621,23,694,12,9,858148,868,2130,2.5,0.369640102,1.333333333,0.017291066,0.0129683,0
0,222309,27,702,11,1,858148,868,2130,2.5,0.369640102,11,0.015669516,0.001424501,0
0,166648,30,530,11,9,858148,868,2130,2.5,0.369640102,1.222222222,0.020754717,0.016981132,0
0,168007,16,200,10,2,858148,868,2130,2.5,0.369640102,5,0.05,0.01,0
0,241969,17,879,9,2,858148,868,2130,2.5,0.369640102,4.5,0.010238908,0.002275313,0
0,239085,30,537,9,5,858148,868,2130,2.5,0.369640102,1.8,0.016759777,0.009310987,0
0,184878,10,189,8,2,858148,868,2130,2.5,0.369640102,4,0.042328042,0.010582011,0
0,219914,9,134,8,0,858148,868,2130,2.5,0.369640102,0,0.059701493,0,0
0,211585,19,270,7,4,858148,868,2130,2.5,0.369640102,1.75,0.025925926,0.014814815,0
0,219912,11,270,5,3,858148,868,2130,2.5,0.369640102,1.666666667,0.018518519,0.011111111,0
0,162923,26,230,5,4,858148,868,2130,2.5,0.369640102,1.25,0.02173913,0.017391304,0
0,221094,12,184,4,2,858148,868,2130,2.5,0.369640102,2,0.02173913,0.010869565,0
0,169779,8,171,3,1,858148,868,2130,2.5,0.369640102,3,0.01754386,0.005847953,0
0,244563,8,329,3,2,858148,868,2130,2.5,0.369640102,1.5,0.009118541,0.006079027,0
0,206578,13,189,3,3,858148,868,2130,2.5,0.369640102,1,0.015873016,0.015873016,0
0,228750,10,176,3,5,858148,868,2130,2.5,0.369640102,0.6,0.017045455,0.028409091,0
0,219012,10,87,3,0,858148,868,2130,2.5,0.369640102,0,0.034482759,0,0
0,241188,4,129,2,2,858148,868,2130,2.5,0.369640102,1,0.015503876,0.015503876,0
0,197380,14,338,2,3,858148,868,2130,2.5,0.369640102,0.666666667,0.00591716,0.00887574,0
0,214347,5,101,2,5,858148,868,2130,2.5,0.369640102,0.4,0.01980198,0.04950495,0
0,162901,2,54,2,0,858148,868,2130,2.5,0.369640102,0,0.037037037,0,0
0,214513,3,62,1,3,858148,868,2130,2.5,0.369640102,0.333333333,0.016129032,0.048387097,0
0,164542,8,100,1,4,858148,868,2130,2.5,0.369640102,0.25,0.01,0.04,0
0,222989,8,173,1,8,858148,868,2130,2.5,0.369640102,0.125,0.005780347,0.046242775,0
0,166450,23,240,1,9,858148,868,2130,2.5,0.369640102,0.111111111,0.004166667,0.0375,0
0,244946,4,63,1,0,858148,868,2130,2.5,0.369640102,0,0.015873016,0,0
0,169610,4,107,1,0,858148,868,2130,2.5,0.369640102,0,0.009345794,0,0
0,162416,2,26,0,0,858148,868,2130,2.5,0.369640102,0,0,0,0
0,165718,11,82,0,3,858148,868,2130,2.5,0.369640102,0,0,0.036585366,0
0,166451,1,49,0,0,858148,868,2130,2.5,0.369640102,0,0,0,0
0,178704,3,71,0,0,858148,868,2130,2.5,0.369640102,0,0,0,0
0,198056,5,96,0,0,858148,868,2130,2.5,0.369640102,0,0,0,0
0,243247,0,158,0,0,858148,868,2130,2.5,0.369640102,0,0,0,0
1,178707,45,1362,144,1,591876,1049,748,0.7,0.369122454,144,0.105726872,0.000734214,1
1,171349,88,2721,113,11,591876,1049,748,0.7,0.369122454,10.27272727,0.04152885,0.004042631,0
0,183352,53,1096,98,4,591876,1049,748,0.7,0.369122454,24.5,0.089416058,0.003649635,0
0,181301,53,1179,66,18,591876,1049,748,0.7,0.369122454,3.666666667,0.055979644,0.015267176,0
0,188777,25,650,45,2,591876,1049,748,0.7,0.369122454,22.5,0.069230769,0.003076923,0
0,180456,35,1150,45,17,591876,1049,748,0.7,0.369122454,2.647058824,0.039130435,0.014782609,0
0,182816,28,611,42,5,591876,1049,748,0.7,0.369122454,8.4,0.068739771,0.008183306,0
0,183689,44,1272,41,8,591876,1049,748,0.7,0.369122454,5.125,0.032232704,0.006289308,0
0,185562,37,798,31,8,591876,1049,748,0.7,0.369122454,3.875,0.038847118,0.010025063,0
0,185353,21,310,10,4,591876,1049,748,0.7,0.369122454,2.5,0.032258065,0.012903226,0
0,186566,11,118,9,0,591876,1049,748,0.7,0.369122454,0,0.076271186,0,0
0,180502,11,172,8,1,591876,1049,748,0.7,0.369122454,8,0.046511628,0.005813953,0
0,182822,17,262,7,5,591876,1049,748,0.7,0.369122454,1.4,0.026717557,0.019083969,0
0,189499,12,613,7,9,591876,1049,748,0.7,0.369122454,0.777777778,0.01141925,0.014681892,0
0,180042,18,283,6,5,591876,1049,748,0.7,0.369122454,1.2,0.021201413,0.017667845,0
0,178724,9,194,5,8,591876,1049,748,0.7,0.369122454,0.625,0.025773196,0.041237113,0
0,178236,22,289,5,11,591876,1049,748,0.7,0.369122454,0.454545455,0.017301038,0.038062284,0
0,167956,19,253,4,7,591876,1049,748,0.7,0.369122454,0.571428571,0.015810277,0.027667984,0
0,188105,7,83,3,3,591876,1049,748,0.7,0.369122454,1,0.036144578,0.036144578,0
0,166349,18,186,1,4,591876,1049,748,0.7,0.369122454,0.25,0.005376344,0.021505376,0
0,182953,1,83,0,0,591876,1049,748,0.7,0.369122454,0,0,0,0
0,129208,1,34,4,0,696965,984,8,0,0.368801114,0,0.117647059,0,1
1,218355,33,723,44,2,493296,1124,10,0,0.368346426,22,0.060857538,0.002766252,0
0,204362,7,144,8,0,6181,1612,6,0,0.367990589,0,0.055555556,0,0
0,242795,59,2519,94,15,155354,1368,1582,1.2,0.367668942,6.266666667,0.037316395,0.005954744,0
0,277388,57,1633,88,6,155354,1368,1582,1.2,0.367668942,14.66666667,0.053888549,0.003674219,0
0,110812,69,2036,71,19,155354,1368,1582,1.2,0.367668942,3.736842105,0.034872299,0.009332024,0
0,283053,12,381,35,9,155354,1368,1582,1.2,0.367668942,3.888888889,0.091863517,0.023622047,0
0,281688,16,704,22,9,155354,1368,1582,1.2,0.367668942,2.444444444,0.03125,0.012784091,0
0,248270,16,251,18,1,155354,1368,1582,1.2,0.367668942,18,0.071713147,0.003984064,0
0,179917,11,145,14,5,155354,1368,1582,1.2,0.367668942,2.8,0.096551724,0.034482759,1
0,234297,17,572,12,7,155354,1368,1582,1.2,0.367668942,1.714285714,0.020979021,0.012237762,0
